"id","created","status","partner_id","user_id","flow_id","week_num","community_id","status_question_answered","impression","impression_details","is_legacy","is_restored","original_impression","impression_synced_to_analytics","sent_synced_to_analytics","status_synced_to_analytics"
450091,"2021-09-20 11:30:02.237286+00",3,"1d1c3c30-8238-406b-a654-f96b9c240155","c77415d9-2671-4941-a629-8ee45ca2cdb5","2e42d60b-0c54-4a8f-a9e7-c107ded03725",124,7,TRUE,"other_reason",,,,"other_reason",TRUE,TRUE,TRUE
450090,"2021-09-20 11:30:02.237252+00",3,"c77415d9-2671-4941-a629-8ee45ca2cdb5","1d1c3c30-8238-406b-a654-f96b9c240155","2e42d60b-0c54-4a8f-a9e7-c107ded03725",124,7,TRUE,"later",,,,"later",TRUE,TRUE,TRUE
450071,"2021-09-20 11:30:02.236574+00",3,"dfeef05d-e2c9-427c-8478-b63ad14317a7","a5ded2ff-5d1c-4eb4-a7c7-5269d734d9d6","2e42d60b-0c54-4a8f-a9e7-c107ded03725",124,7,TRUE,"was_busy",,,,"was_busy",TRUE,TRUE,TRUE
450070,"2021-09-20 11:30:02.236539+00",3,"a5ded2ff-5d1c-4eb4-a7c7-5269d734d9d6","dfeef05d-e2c9-427c-8478-b63ad14317a7","2e42d60b-0c54-4a8f-a9e7-c107ded03725",124,7,,,,,,,,TRUE,TRUE
450063,"2021-09-20 11:30:02.236283+00",3,"e7dbc48c-111f-4900-81b4-9e5ab0b99122","d5441aa3-2667-4303-ac91-154bcde8d8fb","2e42d60b-0c54-4a8f-a9e7-c107ded03725",124,7,TRUE,"other_reason",,,,"other_reason",TRUE,TRUE,TRUE
450062,"2021-09-20 11:30:02.236248+00",3,"d5441aa3-2667-4303-ac91-154bcde8d8fb","e7dbc48c-111f-4900-81b4-9e5ab0b99122","2e42d60b-0c54-4a8f-a9e7-c107ded03725",124,7,,,,,,,,TRUE,TRUE
450059,"2021-09-20 11:30:02.23614+00",3,"9b614b77-a4c2-4865-8e72-5dc6f05091b4","68438944-6604-4b09-a2bc-0279cd22ec2c","2e42d60b-0c54-4a8f-a9e7-c107ded03725",124,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
450058,"2021-09-20 11:30:02.236104+00",3,"68438944-6604-4b09-a2bc-0279cd22ec2c","9b614b77-a4c2-4865-8e72-5dc6f05091b4","2e42d60b-0c54-4a8f-a9e7-c107ded03725",124,7,TRUE,"was_busy",,,,"was_busy",TRUE,TRUE,TRUE
442271,"2021-09-15 09:24:16.765763+00",3,"1d420f74-be9d-4129-9f56-456a9c8a0467","1c746108-22e1-451f-ae16-f987faa28fa8","a19f87ed-3018-49d9-b853-1a816c3dfc9d",123,7,TRUE,"could_not_find_time",,,,"could_not_find_time",TRUE,TRUE,TRUE
442270,"2021-09-15 09:24:16.748617+00",3,"1c746108-22e1-451f-ae16-f987faa28fa8","1d420f74-be9d-4129-9f56-456a9c8a0467","a19f87ed-3018-49d9-b853-1a816c3dfc9d",123,7,TRUE,"could_not_find_time",,,,"could_not_find_time",TRUE,TRUE,TRUE
441915,"2021-09-13 20:05:52.069678+00",3,"510d65e3-78c1-48b0-950e-c73381ef396f","54af5083-a875-450b-9791-868ee54c97ea","a19f87ed-3018-49d9-b853-1a816c3dfc9d",123,7,TRUE,"partner_was_ignoring",,,,"partner_was_ignoring",TRUE,TRUE,TRUE
441914,"2021-09-13 20:05:52.043943+00",3,"54af5083-a875-450b-9791-868ee54c97ea","510d65e3-78c1-48b0-950e-c73381ef396f","a19f87ed-3018-49d9-b853-1a816c3dfc9d",123,7,,,,,,,,TRUE,TRUE
439959,"2021-09-13 11:33:03.723252+00",3,"db5bb1ee-14b2-4166-a62b-c2479194c7b8","278bf6df-5b5d-4649-ace3-2e979f09cc51","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
439958,"2021-09-13 11:33:03.723216+00",3,"278bf6df-5b5d-4649-ace3-2e979f09cc51","db5bb1ee-14b2-4166-a62b-c2479194c7b8","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
439955,"2021-09-13 11:33:03.723106+00",3,"a5ded2ff-5d1c-4eb4-a7c7-5269d734d9d6","364fb36c-cf81-42d6-b419-78420c70d05b","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
439954,"2021-09-13 11:33:03.723067+00",3,"364fb36c-cf81-42d6-b419-78420c70d05b","a5ded2ff-5d1c-4eb4-a7c7-5269d734d9d6","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,,,,,,,,TRUE,TRUE
439947,"2021-09-13 11:33:03.722429+00",3,"734e4f00-ba08-40b9-9c59-f45cd643f119","7bbcd6a0-d783-44a5-b629-3941c7550655","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,,,,,,,,TRUE,TRUE
439946,"2021-09-13 11:33:03.722391+00",3,"7bbcd6a0-d783-44a5-b629-3941c7550655","734e4f00-ba08-40b9-9c59-f45cd643f119","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"was_busy",,,,"was_busy",TRUE,TRUE,TRUE
439935,"2021-09-13 11:33:03.721979+00",3,"c77415d9-2671-4941-a629-8ee45ca2cdb5","bab6d12e-0473-40f8-b004-a0c37a544cdf","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,,,,,,,TRUE,TRUE
439934,"2021-09-13 11:33:03.721933+00",3,"bab6d12e-0473-40f8-b004-a0c37a544cdf","c77415d9-2671-4941-a629-8ee45ca2cdb5","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,,,,,,,,TRUE,TRUE
439931,"2021-09-13 11:33:03.721822+00",3,"aff639d8-cf88-494e-843c-c8f1cb5f82e3","ae4fcd61-287f-48da-9890-fc2dd999049f","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"was_busy",,,,"was_busy",TRUE,TRUE,TRUE
439930,"2021-09-13 11:33:03.721786+00",3,"ae4fcd61-287f-48da-9890-fc2dd999049f","aff639d8-cf88-494e-843c-c8f1cb5f82e3","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"was_busy",,,,"was_busy",TRUE,TRUE,TRUE
439883,"2021-09-13 11:33:03.719835+00",3,"1d759980-4818-42b0-bd7a-c0b795cf123e","74931e1f-d561-43fa-9cd3-4ffa0ce26c13","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
439882,"2021-09-13 11:33:03.719718+00",3,"74931e1f-d561-43fa-9cd3-4ffa0ce26c13","1d759980-4818-42b0-bd7a-c0b795cf123e","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
439879,"2021-09-13 11:33:03.609961+00",3,"06353444-7cc8-4965-8eb6-5ab7ba7039cd","b6b33add-0895-42ce-935d-4030d0bb8746","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"partner_was_ignoring",,,,"partner_was_ignoring",TRUE,TRUE,TRUE
439878,"2021-09-13 11:33:03.609913+00",3,"b6b33add-0895-42ce-935d-4030d0bb8746","06353444-7cc8-4965-8eb6-5ab7ba7039cd","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
439875,"2021-09-13 11:33:03.609584+00",3,"86d0f0c6-0085-4302-a60a-adee6056f9ea","af474e39-389a-4a79-b885-8b0211528fd3","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"later",,,,"later",TRUE,TRUE,TRUE
439874,"2021-09-13 11:33:03.608362+00",3,"af474e39-389a-4a79-b885-8b0211528fd3","86d0f0c6-0085-4302-a60a-adee6056f9ea","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"could_not_find_time",,,,"could_not_find_time",TRUE,TRUE,TRUE
439871,"2021-09-13 11:33:03.608252+00",3,"83a3afd1-a5e3-4084-9737-22911443f4d0","cbe450f6-6df4-4889-8adf-5c004de531c4","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"could_not_find_time",,,,"could_not_find_time",TRUE,TRUE,TRUE
439870,"2021-09-13 11:33:03.608217+00",3,"cbe450f6-6df4-4889-8adf-5c004de531c4","83a3afd1-a5e3-4084-9737-22911443f4d0","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,,,,,,,,TRUE,TRUE
439867,"2021-09-13 11:33:03.608108+00",3,"bf5e4a4a-e77d-4459-b58a-3a460a89efa7","3a011097-ce28-4934-b3d5-bd122cebd70b","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"other_reason",,,,"other_reason",TRUE,TRUE,TRUE
439866,"2021-09-13 11:33:03.608071+00",3,"3a011097-ce28-4934-b3d5-bd122cebd70b","bf5e4a4a-e77d-4459-b58a-3a460a89efa7","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,,,,,,,,TRUE,TRUE
439863,"2021-09-13 11:33:03.607946+00",3,"529267b7-2138-42d2-a707-d8e704a13771","07c7387a-2665-4c68-b958-518c6a35eda8","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,,,,,,,,TRUE,TRUE
439862,"2021-09-13 11:33:03.607908+00",3,"07c7387a-2665-4c68-b958-518c6a35eda8","529267b7-2138-42d2-a707-d8e704a13771","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
439859,"2021-09-13 11:33:03.607783+00",3,"3092efa5-54a9-42bb-8e74-49ecef2646c7","253ea24b-3120-4899-9b8f-c7093c50d924","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,,,,,,,,TRUE,TRUE
439858,"2021-09-13 11:33:03.607669+00",3,"253ea24b-3120-4899-9b8f-c7093c50d924","3092efa5-54a9-42bb-8e74-49ecef2646c7","8af2bbc6-fc73-40f7-8f34-97855d049ca0",123,7,TRUE,"partner_was_ignoring",,,,"partner_was_ignoring",TRUE,TRUE,TRUE
431369,"2021-09-08 13:42:18.470034+00",3,"aff639d8-cf88-494e-843c-c8f1cb5f82e3","b6b33add-0895-42ce-935d-4030d0bb8746","acc1317b-9e56-4130-9f9e-81dc8a1ed364",122,7,TRUE,"partner_was_ignoring",,,,"partner_was_ignoring",TRUE,TRUE,TRUE
431368,"2021-09-08 13:42:18.450548+00",3,"b6b33add-0895-42ce-935d-4030d0bb8746","aff639d8-cf88-494e-843c-c8f1cb5f82e3","acc1317b-9e56-4130-9f9e-81dc8a1ed364",122,7,TRUE,"was_busy",,,,"was_busy",TRUE,TRUE,TRUE
428601,"2021-09-06 11:31:02.238949+00",3,"db5bb1ee-14b2-4166-a62b-c2479194c7b8","2660e014-cee0-4895-8498-e96837bab185","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,,,,,,,,TRUE,TRUE
428600,"2021-09-06 11:31:02.238911+00",3,"2660e014-cee0-4895-8498-e96837bab185","db5bb1ee-14b2-4166-a62b-c2479194c7b8","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
428589,"2021-09-06 11:31:02.238489+00",3,"1d420f74-be9d-4129-9f56-456a9c8a0467","364fb36c-cf81-42d6-b419-78420c70d05b","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,TRUE,"could_not_find_time",,,,"could_not_find_time",TRUE,TRUE,TRUE
428588,"2021-09-06 11:31:02.238451+00",3,"364fb36c-cf81-42d6-b419-78420c70d05b","1d420f74-be9d-4129-9f56-456a9c8a0467","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,TRUE,"could_not_find_time",,,,"could_not_find_time",TRUE,TRUE,TRUE
428573,"2021-09-06 11:31:02.237895+00",3,"5584b05d-56ed-4856-9f48-5e3c87c137b2","92b175ab-039d-422c-aee3-a8b5b3c1329a","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,TRUE,,,,,,,TRUE,TRUE
428572,"2021-09-06 11:31:02.23786+00",3,"92b175ab-039d-422c-aee3-a8b5b3c1329a","5584b05d-56ed-4856-9f48-5e3c87c137b2","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
428513,"2021-09-06 11:31:02.234428+00",3,"9927d803-6fcc-4edf-aa96-394133a95bac","68438944-6604-4b09-a2bc-0279cd22ec2c","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,TRUE,"other_reason",,,,"other_reason",TRUE,TRUE,TRUE
428512,"2021-09-06 11:31:02.234319+00",3,"68438944-6604-4b09-a2bc-0279cd22ec2c","9927d803-6fcc-4edf-aa96-394133a95bac","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,TRUE,"was_busy",,,,"was_busy",TRUE,TRUE,TRUE
428509,"2021-09-06 11:31:02.166981+00",3,"06353444-7cc8-4965-8eb6-5ab7ba7039cd","3092efa5-54a9-42bb-8e74-49ecef2646c7","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,TRUE,"partner_was_ignoring",,,,"partner_was_ignoring",TRUE,TRUE,TRUE
428508,"2021-09-06 11:31:02.166934+00",3,"3092efa5-54a9-42bb-8e74-49ecef2646c7","06353444-7cc8-4965-8eb6-5ab7ba7039cd","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
428505,"2021-09-06 11:31:02.166826+00",3,"cf71d3af-0f4b-4772-8cfa-c174b5915fa0","b6b33add-0895-42ce-935d-4030d0bb8746","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,,,,,,,,TRUE,TRUE
428504,"2021-09-06 11:31:02.166789+00",3,"b6b33add-0895-42ce-935d-4030d0bb8746","cf71d3af-0f4b-4772-8cfa-c174b5915fa0","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,TRUE,"was_busy",,,,"was_busy",TRUE,TRUE,TRUE
428501,"2021-09-06 11:31:02.166665+00",3,"3df45999-0f56-4731-bd4d-7e80de532838","05e01918-77b6-48bf-a0ba-31e8dbf1c878","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,,,,,,,,TRUE,TRUE
428500,"2021-09-06 11:31:02.166623+00",3,"05e01918-77b6-48bf-a0ba-31e8dbf1c878","3df45999-0f56-4731-bd4d-7e80de532838","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
428497,"2021-09-06 11:31:02.166492+00",3,"84c2433a-84d5-4335-9f73-fc5bd62408db","dcdfb11c-c32a-4f24-9c0c-b35df2aa955f","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,TRUE,"other_reason",,,,"other_reason",TRUE,TRUE,TRUE
428496,"2021-09-06 11:31:02.166365+00",3,"dcdfb11c-c32a-4f24-9c0c-b35df2aa955f","84c2433a-84d5-4335-9f73-fc5bd62408db","2c8393b8-9a9e-4577-8132-c90464045f77",122,7,,,,,,,,TRUE,TRUE
420201,"2021-09-01 08:33:54.256213+00",3,"d6c6ff51-dfcd-4eec-b621-bded1f1fdeb5","ba55c4ea-b9a1-4a16-9917-4ba68b9ef113","a1f2a2a9-ddc5-4758-89aa-61b2f741df63",121,7,,,,,,,,TRUE,TRUE
420200,"2021-09-01 08:33:54.225098+00",3,"ba55c4ea-b9a1-4a16-9917-4ba68b9ef113","d6c6ff51-dfcd-4eec-b621-bded1f1fdeb5","a1f2a2a9-ddc5-4758-89aa-61b2f741df63",121,7,TRUE,"other_reason",,,,"other_reason",TRUE,TRUE,TRUE
418239,"2021-08-30 11:30:03.985064+00",3,"c4801902-d94f-4f6e-bf4a-4ef220c718b1","db5bb1ee-14b2-4166-a62b-c2479194c7b8","7de01316-91fb-476f-8fac-c05785e45edd",121,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
418238,"2021-08-30 11:30:03.985026+00",3,"db5bb1ee-14b2-4166-a62b-c2479194c7b8","c4801902-d94f-4f6e-bf4a-4ef220c718b1","7de01316-91fb-476f-8fac-c05785e45edd",121,7,,,,,,,,TRUE,TRUE
418227,"2021-08-30 11:30:03.981231+00",3,"7bbcd6a0-d783-44a5-b629-3941c7550655","6fc8c52c-4fbb-4efa-9ee3-167be259f6cd","7de01316-91fb-476f-8fac-c05785e45edd",121,7,,,,,,,,TRUE,TRUE
418226,"2021-08-30 11:30:03.981182+00",3,"6fc8c52c-4fbb-4efa-9ee3-167be259f6cd","7bbcd6a0-d783-44a5-b629-3941c7550655","7de01316-91fb-476f-8fac-c05785e45edd",121,7,TRUE,"partner_was_ignoring",,,,"partner_was_ignoring",TRUE,TRUE,TRUE
418183,"2021-08-30 11:30:03.9793+00",3,"dfe004ee-6ee5-47f0-94ff-d9c08c24000b","86dcdbfb-c23b-4a2c-8f12-89ca4cf56ecd","7de01316-91fb-476f-8fac-c05785e45edd",121,7,TRUE,"other_reason",,,,"other_reason",TRUE,TRUE,TRUE
418182,"2021-08-30 11:30:03.97926+00",3,"86dcdbfb-c23b-4a2c-8f12-89ca4cf56ecd","dfe004ee-6ee5-47f0-94ff-d9c08c24000b","7de01316-91fb-476f-8fac-c05785e45edd",121,7,TRUE,"later",,,,"later",TRUE,TRUE,TRUE
418179,"2021-08-30 11:30:03.979132+00",3,"253ea24b-3120-4899-9b8f-c7093c50d924","db001f76-ad80-445e-8533-89c20a529127","7de01316-91fb-476f-8fac-c05785e45edd",121,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
418178,"2021-08-30 11:30:03.979093+00",3,"db001f76-ad80-445e-8533-89c20a529127","253ea24b-3120-4899-9b8f-c7093c50d924","7de01316-91fb-476f-8fac-c05785e45edd",121,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
418171,"2021-08-30 11:30:03.978753+00",3,"e93706ca-0a12-4d74-972c-5586f234c81f","68438944-6604-4b09-a2bc-0279cd22ec2c","7de01316-91fb-476f-8fac-c05785e45edd",121,7,TRUE,"forgot",,,,"forgot",TRUE,TRUE,TRUE
418170,"2021-08-30 11:30:03.976757+00",3,"68438944-6604-4b09-a2bc-0279cd22ec2c","e93706ca-0a12-4d74-972c-5586f234c81f","7de01316-91fb-476f-8fac-c05785e45edd",121,7,TRUE,"partner_was_ignoring",,,,"partner_was_ignoring",TRUE,TRUE,TRUE
418139,"2021-08-30 11:30:03.820418+00",3,"dcdfb11c-c32a-4f24-9c0c-b35df2aa955f","f08ab38d-cb6f-4487-99a5-e69aa397a580","7de01316-91fb-476f-8fac-c05785e45edd",121,7,,,,,,,,TRUE,TRUE
418138,"2021-08-30 11:30:03.820379+00",3,"f08ab38d-cb6f-4487-99a5-e69aa397a580","dcdfb11c-c32a-4f24-9c0c-b35df2aa955f","7de01316-91fb-476f-8fac-c05785e45edd",121,7,TRUE,"partner_was_ignoring",,,,"partner_was_ignoring",TRUE,TRUE,TRUE
418131,"2021-08-30 11:30:03.820067+00",3,"3a011097-ce28-4934-b3d5-bd122cebd70b","b6b33add-0895-42ce-935d-4030d0bb8746","7de01316-91fb-476f-8fac-c05785e45edd",121,7,,,,,,,,TRUE,TRUE
418130,"2021-08-30 11:30:03.820029+00",3,"b6b33add-0895-42ce-935d-4030d0bb8746","3a011097-ce28-4934-b3d5-bd122cebd70b","7de01316-91fb-476f-8fac-c05785e45edd",121,7,TRUE,"other_reason",,,,"other_reason",TRUE,TRUE,TRUE
405433,"2021-08-23 11:31:01.698705+00",3,"db5bb1ee-14b2-4166-a62b-c2479194c7b8","1a352365-3600-4a4c-9bde-b35ba8d6fa6b","07c92f20-042b-4707-9cb3-a29db5d91336",120,7,TRUE,"other_reason",,,,"other_reason",TRUE,TRUE,TRUE
405432,"2021-08-23 11:31:01.698672+00",3,"1a352365-3600-4a4c-9bde-b35ba8d6fa6b","db5bb1ee-14b2-4166-a62b-c2479194c7b8","07c92f20-042b-4707-9cb3-a29db5d91336",120,7,TRUE,"normal",,,,"normal",TRUE,TRUE,TRUE
